customer_id,transaction_date,amount
CUST_065,2026-03-15,60.09
CUST_089,2026-01-07,67.4
CUST_071,2026-06-10,71.06
CUST_009,2026-05-31,114.15
CUST_088,2026-03-26,101.53
CUST_129,2026-05-27,122.35
CUST_136,2026-04-22,183.72
CUST_063,2026-05-05,211.19
CUST_139,2026-05-27,161.95
CUST_081,2026-02-05,383.54
CUST_136,2026-01-29,12.21
CUST_033,2026-07-07,36.15
CUST_123,2026-03-23,10.91
CUST_005,2026-01-02,135.12
CUST_041,2026-05-09,283.97
CUST_028,2026-02-16,43.48
CUST_135,2026-07-16,324.13
CUST_072,2026-05-28,17.46
CUST_012,2026-01-11,336.97
CUST_033,2026-05-10,61.99
CUST_048,2026-07-14,22.83
CUST_062,2026-08-03,89.83
CUST_037,2026-04-29,45.61
CUST_099,2026-05-20,50.24
CUST_104,2026-01-20,54.06
CUST_035,2026-01-05,204.96
CUST_101,2026-02-06,102.96
CUST_131,2026-06-15,54.76
CUST_001,2026-08-10,123.1
CUST_005,2026-05-17,161.12
CUST_142,2026-02-22,48.2
CUST_103,2026-06-21,74.04
CUST_027,2026-04-09,25.6
CUST_137,2026-03-27,33.98
CUST_015,2026-04-18,147.15
CUST_090,2026-01-24,34.02
CUST_042,2026-03-22,99.37
CUST_124,2026-07-21,158.15
CUST_063,2026-06-07,23.56
CUST_096,2026-04-30,110.53
CUST_052,2026-02-28,45.58
CUST_096,2026-08-03,405.38
CUST_132,2026-05-08,89.29
CUST_143,2026-08-12,206.78
CUST_029,2026-07-28,105.88
CUST_036,2026-04-24,15.33
CUST_013,2026-04-25,130.34
CUST_071,2026-07-28,372.9
CUST_086,2026-01-14,120.44
CUST_028,2026-01-09,215.24
CUST_066,2026-02-09,268.71
CUST_045,2026-07-13,41.06
CUST_062,2026-01-25,38.6
CUST_134,2026-04-13,123.3
CUST_028,2026-07-20,73.53
CUST_028,2026-01-22,229.81
CUST_108,2026-01-04,286.34
CUST_044,2026-06-03,62.33
CUST_084,2026-07-05,42.44
CUST_030,2026-01-29,191.98
CUST_075,2026-04-19,48.56
CUST_128,2026-04-08,217.53
CUST_092,2026-08-03,76.14
CUST_129,2026-02-06,142.15
CUST_121,2026-03-16,22.05
CUST_027,2026-03-11,127.34
CUST_121,2026-05-26,82.13
CUST_116,2026-05-08,116.0
CUST_003,2026-03-26,32.07
CUST_103,2026-02-11,170.21
CUST_137,2026-04-10,248.36
CUST_062,2026-02-10,39.31
CUST_051,2026-06-15,22.07
CUST_059,2026-02-03,12.87
CUST_118,2026-01-17,133.26
CUST_096,2026-06-14,122.1
CUST_113,2026-06-02,104.94
CUST_062,2026-05-02,41.67
CUST_052,2026-03-17,69.49
CUST_012,2026-03-28,118.31
CUST_039,2026-04-27,92.4
CUST_130,2026-04-16,538.62
CUST_131,2026-03-27,27.6
CUST_113,2026-08-01,152.55
CUST_101,2026-01-27,72.17
CUST_113,2026-02-26,77.08
CUST_081,2026-01-31,161.73
CUST_113,2026-05-14,151.49
CUST_002,2026-08-07,578.73
CUST_130,2026-06-17,26.49
CUST_054,2026-04-08,23.19
CUST_087,2026-01-12,164.63
CUST_129,2026-02-22,113.64
CUST_147,2026-07-18,48.45
CUST_126,2026-05-18,19.93
CUST_130,2026-06-22,20.75
CUST_053,2026-05-25,279.53
CUST_068,2026-06-03,35.56
CUST_123,2026-08-01,56.88
CUST_145,2026-08-08,40.84
CUST_038,2026-07-09,62.62
CUST_024,2026-05-02,18.63
CUST_069,2026-02-15,97.84
CUST_116,2026-03-05,18.4
CUST_098,2026-05-10,203.35
CUST_139,2026-02-23,41.94
CUST_144,2026-04-17,103.19
CUST_097,2026-07-12,264.51
CUST_124,2026-02-20,136.28
CUST_070,2026-06-30,101.36
CUST_093,2026-02-05,57.05
CUST_003,2026-04-25,58.6
CUST_148,2026-01-26,142.85
CUST_147,2026-01-29,626.74
CUST_090,2026-05-29,140.11
CUST_147,2026-01-11,107.91
CUST_148,2026-02-09,167.41
CUST_096,2026-01-11,85.1
CUST_052,2026-06-13,17.44
CUST_128,2026-04-23,109.15
CUST_039,2026-07-06,389.34
CUST_082,2026-02-08,33.13
CUST_104,2026-02-23,150.54
CUST_129,2026-04-08,36.92
CUST_011,2026-02-24,102.1
CUST_042,2026-04-21,22.2
CUST_099,2026-06-01,81.82
CUST_007,2026-05-30,179.35
CUST_144,2026-03-10,61.25
CUST_090,2026-02-25,141.2
CUST_112,2026-02-02,200.43
CUST_060,2026-02-05,324.37
CUST_113,2026-05-28,42.09
CUST_002,2026-07-30,71.16
CUST_129,2026-03-22,29.84
CUST_048,2026-07-09,596.88
CUST_140,2026-04-19,324.08
CUST_037,2026-07-20,103.17
CUST_009,2026-06-03,231.44
CUST_099,2026-07-13,98.32
CUST_147,2026-03-14,127.25
CUST_048,2026-07-20,21.2
CUST_131,2026-02-09,178.91
CUST_148,2026-01-17,26.4
CUST_054,2026-05-09,219.89
CUST_120,2026-08-05,192.81
CUST_116,2026-03-02,158.03
CUST_075,2026-06-20,14.42
CUST_113,2026-04-14,53.34
CUST_104,2026-02-11,46.64
CUST_084,2026-01-25,63.58
CUST_112,2026-02-08,21.01
CUST_099,2026-02-04,341.67
CUST_093,2026-05-11,106.84
CUST_146,2026-04-18,53.75
CUST_128,2026-06-21,70.7
CUST_110,2026-06-28,81.13
CUST_082,2026-08-10,120.13
CUST_054,2026-04-12,97.0
CUST_068,2026-04-08,312.18
CUST_033,2026-01-12,92.45
CUST_142,2026-01-19,591.79
CUST_021,2026-04-11,238.8
CUST_048,2026-02-13,38.06
CUST_148,2026-07-06,330.14
CUST_128,2026-02-18,24.85
CUST_136,2026-07-08,214.09
CUST_135,2026-01-17,67.48
CUST_145,2026-03-15,262.42
CUST_128,2026-02-26,253.05
CUST_033,2026-02-24,206.74
CUST_115,2026-02-16,197.3
CUST_119,2026-01-12,53.61
CUST_022,2026-03-03,20.13
CUST_038,2026-03-21,71.9
CUST_109,2026-08-04,32.87
CUST_051,2026-03-24,152.47
CUST_008,2026-01-08,60.98
CUST_027,2026-08-11,455.63
CUST_027,2026-05-29,132.92
CUST_021,2026-03-22,217.44
CUST_030,2026-08-03,27.06
CUST_097,2026-04-28,247.67
CUST_028,2026-07-27,317.3
CUST_111,2026-07-17,90.11
CUST_061,2026-07-19,121.85
CUST_048,2026-01-25,183.68
CUST_147,2026-07-29,33.06
CUST_004,2026-03-30,93.8
CUST_035,2026-01-12,71.03
CUST_049,2026-05-23,28.99
CUST_017,2026-02-28,64.98
CUST_046,2026-06-03,18.47
CUST_117,2026-04-19,13.14
CUST_006,2026-01-26,27.43
CUST_099,2026-02-16,405.99
CUST_124,2026-02-01,105.7
CUST_037,2026-01-10,415.14
CUST_024,2026-01-16,77.98
CUST_093,2026-07-18,54.84
CUST_046,2026-05-25,94.66
CUST_095,2026-05-31,79.47
CUST_099,2026-01-26,23.4
CUST_116,2026-08-01,132.87
CUST_067,2026-03-27,39.21
CUST_128,2026-05-15,125.98
CUST_018,2026-01-14,136.05
CUST_025,2026-03-20,29.79
CUST_054,2026-04-27,17.6
CUST_058,2026-01-07,192.11
CUST_067,2026-05-17,83.9
CUST_104,2026-04-25,17.19
CUST_024,2026-06-25,642.63
CUST_114,2026-03-13,17.14
CUST_032,2026-02-28,152.51
CUST_086,2026-08-03,503.84
CUST_127,2026-08-09,42.8
CUST_130,2026-03-23,28.41
CUST_017,2026-08-11,25.53
CUST_104,2026-08-10,53.36
CUST_137,2026-04-26,22.78
CUST_043,2026-06-16,151.38
CUST_039,2026-05-26,17.72
CUST_026,2026-07-06,95.46
CUST_099,2026-04-13,695.55
CUST_050,2026-01-17,211.82
CUST_013,2026-01-14,124.61
CUST_060,2026-06-08,53.88
CUST_135,2026-06-01,127.35
CUST_057,2026-04-18,99.85
CUST_036,2026-07-07,76.63
CUST_020,2026-02-14,26.81
CUST_065,2026-04-08,271.22
CUST_008,2026-05-11,81.69
CUST_144,2026-02-06,35.97
CUST_142,2026-06-20,65.02
CUST_115,2026-06-17,74.16
CUST_143,2026-08-06,220.91
CUST_092,2026-07-02,168.74
CUST_098,2026-08-03,186.0
CUST_066,2026-04-18,11.33
CUST_032,2026-02-08,74.57
CUST_086,2026-01-15,88.78
CUST_051,2026-04-30,12.33
CUST_063,2026-01-04,46.1
CUST_125,2026-04-03,181.4
CUST_150,2026-08-02,27.7
CUST_058,2026-06-02,101.97
CUST_058,2026-05-21,39.08
CUST_086,2026-07-29,11.46
CUST_049,2026-06-10,43.12
CUST_070,2026-01-16,456.93
CUST_015,2026-06-19,204.06
CUST_054,2026-04-18,395.0
CUST_101,2026-05-06,90.3
CUST_008,2026-07-13,23.95
CUST_053,2026-02-24,105.28
CUST_060,2026-06-19,82.7
CUST_108,2026-02-03,233.22
CUST_005,2026-06-07,22.39
CUST_103,2026-01-13,90.39
CUST_006,2026-05-21,29.51
CUST_109,2026-01-18,57.11
CUST_116,2026-06-09,170.44
CUST_094,2026-04-06,87.56
CUST_047,2026-05-03,66.57
CUST_099,2026-02-08,70.2
CUST_055,2026-02-15,83.82
CUST_052,2026-01-29,194.46
CUST_144,2026-07-09,277.17
CUST_013,2026-08-09,383.03
CUST_114,2026-03-03,195.52
CUST_124,2026-07-04,55.47
CUST_106,2026-01-16,149.82
CUST_147,2026-07-03,79.07
CUST_145,2026-05-01,45.27
CUST_120,2026-01-10,230.57
CUST_063,2026-06-07,14.7
CUST_019,2026-06-02,288.44
CUST_092,2026-04-13,84.27
CUST_058,2026-03-25,131.67
CUST_090,2026-05-13,139.23
CUST_117,2026-03-06,280.59
CUST_062,2026-08-10,131.49
CUST_023,2026-06-26,124.21
CUST_127,2026-01-03,18.28
CUST_137,2026-06-22,97.68
CUST_140,2026-05-22,29.53
CUST_129,2026-04-30,170.47
CUST_058,2026-06-07,96.15
CUST_122,2026-03-09,146.82
CUST_001,2026-05-26,15.11
CUST_034,2026-07-09,20.63
CUST_096,2026-02-06,161.19
CUST_126,2026-06-02,18.98
CUST_118,2026-06-25,18.87
CUST_048,2026-07-12,11.46
CUST_089,2026-06-30,386.2
CUST_117,2026-07-26,170.5
CUST_129,2026-03-14,62.3
CUST_016,2026-05-23,52.21
CUST_069,2026-02-18,61.64
CUST_022,2026-05-01,188.81
CUST_093,2026-03-29,139.94
CUST_076,2026-07-15,34.58
CUST_144,2026-05-20,32.96
CUST_086,2026-07-06,22.43
CUST_029,2026-02-06,139.56
CUST_069,2026-03-02,183.46
CUST_047,2026-06-20,46.95
CUST_094,2026-05-04,12.54
CUST_144,2026-07-17,20.29
CUST_085,2026-02-08,422.52
CUST_039,2026-07-03,52.02
CUST_100,2026-03-04,185.96
CUST_033,2026-02-15,127.59
CUST_101,2026-03-29,67.74
CUST_023,2026-01-11,37.63
CUST_010,2026-03-03,25.53
CUST_069,2026-03-18,124.55
CUST_100,2026-06-02,188.8
CUST_034,2026-07-18,133.91
CUST_138,2026-02-21,100.68
CUST_147,2026-01-04,15.14
CUST_096,2026-02-28,424.89
CUST_001,2026-03-13,202.36
CUST_069,2026-05-28,51.58
CUST_004,2026-04-03,479.26
CUST_016,2026-03-04,120.52
CUST_024,2026-02-23,114.79
CUST_080,2026-04-27,175.43
CUST_002,2026-04-20,210.41
CUST_128,2026-03-15,138.22
CUST_084,2026-04-17,26.45
CUST_140,2026-02-26,59.55
CUST_124,2026-08-06,325.87
CUST_033,2026-06-18,40.53
CUST_101,2026-01-03,65.86
CUST_012,2026-04-30,77.89
CUST_067,2026-01-06,79.45
CUST_065,2026-01-05,123.9
CUST_074,2026-01-05,353.92
CUST_043,2026-02-23,43.04
CUST_044,2026-02-16,25.54
CUST_029,2026-08-03,36.4
CUST_141,2026-06-26,271.56
CUST_012,2026-01-09,134.55
CUST_095,2026-04-09,50.41
CUST_046,2026-01-20,213.1
CUST_130,2026-05-02,247.11
CUST_035,2026-03-02,234.9
CUST_081,2026-05-03,311.49
CUST_090,2026-06-12,44.88
CUST_008,2026-06-27,178.8
CUST_093,2026-03-23,84.06
CUST_090,2026-03-03,231.42
CUST_115,2026-05-25,166.45
CUST_105,2026-08-04,189.77
CUST_135,2026-01-03,138.11
CUST_058,2026-06-09,33.44
CUST_114,2026-01-13,104.5
CUST_075,2026-04-30,511.35
CUST_120,2026-05-05,342.5
CUST_021,2026-03-30,15.3
CUST_138,2026-03-14,31.61
CUST_101,2026-03-09,26.95
CUST_099,2026-05-22,165.35
CUST_036,2026-04-11,214.31
CUST_096,2026-04-08,38.82
CUST_037,2026-01-11,94.59
CUST_012,2026-04-15,230.44
CUST_113,2026-07-03,168.37
CUST_013,2026-03-08,103.77
CUST_023,2026-05-03,117.09
CUST_099,2026-08-08,95.2
CUST_105,2026-01-29,52.38
CUST_030,2026-05-17,109.9
CUST_017,2026-07-14,150.11
CUST_113,2026-06-02,257.93
CUST_062,2026-03-17,131.37
CUST_084,2026-06-19,181.82
CUST_112,2026-01-09,30.93
CUST_086,2026-07-26,84.29
CUST_141,2026-02-09,11.13
CUST_019,2026-01-25,43.99
CUST_100,2026-01-05,165.56
CUST_140,2026-05-19,586.58
CUST_147,2026-07-06,22.53
CUST_076,2026-08-04,71.6
CUST_009,2026-05-04,203.18
CUST_028,2026-07-26,37.38
CUST_128,2026-02-07,107.18
CUST_052,2026-03-13,168.49
CUST_083,2026-05-13,124.85
CUST_111,2026-06-25,34.99
CUST_144,2026-03-31,62.69
CUST_117,2026-05-26,193.78
CUST_069,2026-07-17,106.95
CUST_099,2026-02-06,10.63
CUST_140,2026-03-01,181.75
CUST_025,2026-06-25,14.31
CUST_123,2026-07-24,174.32
CUST_053,2026-01-28,37.15
CUST_144,2026-07-16,390.62
CUST_057,2026-07-24,65.05
CUST_039,2026-03-22,57.51
CUST_109,2026-04-24,29.35
CUST_042,2026-02-09,53.77
CUST_142,2026-02-14,261.13
CUST_122,2026-08-12,683.05
CUST_133,2026-03-03,65.12
CUST_075,2026-04-03,81.44
CUST_146,2026-04-25,163.65
CUST_076,2026-07-05,270.79
CUST_009,2026-03-08,117.89
CUST_074,2026-02-25,69.62
CUST_145,2026-02-09,73.85
CUST_007,2026-04-08,152.74
CUST_141,2026-02-09,10.39
CUST_137,2026-04-01,125.98
CUST_027,2026-07-24,62.71
CUST_122,2026-02-02,199.7
CUST_005,2026-01-06,21.71
CUST_029,2026-08-04,116.47
CUST_083,2026-05-27,88.7
CUST_136,2026-03-21,133.38
CUST_109,2026-06-17,18.05
CUST_065,2026-04-02,114.1
CUST_086,2026-04-07,108.92
CUST_145,2026-02-28,108.7
CUST_071,2026-02-28,121.01
CUST_045,2026-02-17,145.41
CUST_132,2026-06-18,206.16
CUST_036,2026-01-13,47.74
CUST_070,2026-04-17,219.19
CUST_019,2026-02-14,92.76
CUST_108,2026-03-30,19.62
CUST_091,2026-06-30,17.24
CUST_090,2026-06-19,58.82
CUST_019,2026-04-10,194.4
CUST_039,2026-07-10,157.59
CUST_126,2026-06-04,196.49
CUST_141,2026-06-15,97.4
CUST_126,2026-07-07,79.62
CUST_058,2026-01-07,29.14
CUST_148,2026-05-13,57.73
CUST_061,2026-02-14,78.3
CUST_127,2026-02-27,21.13
CUST_105,2026-01-31,39.91
CUST_001,2026-01-23,119.42
CUST_131,2026-06-19,169.66
CUST_092,2026-05-18,778.66
CUST_113,2026-06-09,334.57
CUST_056,2026-04-17,133.46
CUST_117,2026-06-30,75.63
CUST_134,2026-06-07,131.33
CUST_058,2026-02-08,194.82
CUST_044,2026-06-08,25.11
CUST_061,2026-03-23,73.3
CUST_047,2026-04-10,229.76
CUST_149,2026-01-02,68.11
CUST_080,2026-07-25,111.8
CUST_118,2026-03-18,116.34
CUST_147,2026-08-09,34.47
CUST_020,2026-01-12,63.97
CUST_146,2026-02-08,58.87
CUST_047,2026-07-13,13.19
CUST_049,2026-08-12,12.94
CUST_014,2026-01-13,223.84
CUST_143,2026-02-15,48.27
CUST_001,2026-06-04,97.6
CUST_117,2026-04-23,52.58
CUST_054,2026-01-17,348.98
CUST_118,2026-04-14,46.02
CUST_003,2026-08-11,77.38
CUST_144,2026-04-08,257.37
CUST_012,2026-07-07,231.37
CUST_074,2026-07-11,34.71
CUST_016,2026-03-29,204.73
CUST_102,2026-04-19,83.54
CUST_117,2026-06-12,89.16
CUST_008,2026-03-11,27.19
CUST_122,2026-07-30,20.08
CUST_092,2026-06-07,166.21
CUST_090,2026-07-18,92.33
CUST_136,2026-03-15,78.91
CUST_060,2026-08-12,166.9
CUST_028,2026-03-04,184.04
CUST_101,2026-06-05,30.77
CUST_041,2026-03-01,123.06
CUST_145,2026-03-20,27.45
CUST_141,2026-08-10,177.02
CUST_046,2026-02-06,138.39
CUST_035,2026-08-09,386.52
CUST_134,2026-01-22,18.57
CUST_082,2026-07-15,17.05
CUST_115,2026-05-28,49.79
CUST_047,2026-04-06,46.41
CUST_010,2026-03-09,44.04
CUST_056,2026-08-07,294.06
CUST_030,2026-07-11,44.45
CUST_109,2026-01-17,48.09
CUST_005,2026-01-12,180.95
CUST_119,2026-05-30,81.68
CUST_033,2026-05-25,189.91
CUST_118,2026-05-18,18.11
CUST_065,2026-04-28,90.23
CUST_146,2026-07-12,14.1
CUST_011,2026-01-22,17.76
CUST_085,2026-08-06,294.3
CUST_026,2026-04-30,27.99
CUST_063,2026-07-29,101.22
CUST_086,2026-02-19,73.54
CUST_059,2026-01-14,61.2
CUST_027,2026-07-11,286.11
CUST_098,2026-06-24,12.65
CUST_105,2026-01-29,140.8
CUST_099,2026-07-23,406.91
CUST_129,2026-06-13,108.56
CUST_149,2026-06-29,341.42
CUST_055,2026-05-05,16.44
CUST_006,2026-07-23,75.12
CUST_095,2026-01-07,46.16
CUST_133,2026-01-29,167.49
CUST_102,2026-05-19,487.49
CUST_003,2026-02-02,45.57
CUST_023,2026-05-14,137.42
CUST_053,2026-04-21,36.49
CUST_083,2026-03-20,109.98
CUST_145,2026-06-09,84.82
CUST_085,2026-06-28,439.09
CUST_078,2026-07-22,122.54
CUST_110,2026-02-27,61.6
CUST_001,2026-08-03,24.54
CUST_051,2026-01-26,29.68
CUST_004,2026-06-23,40.64
CUST_113,2026-01-29,44.68
CUST_032,2026-01-04,238.15
CUST_034,2026-07-28,108.85
CUST_092,2026-04-09,98.93
CUST_095,2026-05-21,24.63
CUST_072,2026-02-08,246.05
CUST_039,2026-01-15,163.97
CUST_118,2026-04-29,18.41
CUST_003,2026-01-29,157.65
CUST_123,2026-06-06,104.11
CUST_050,2026-03-16,20.23
CUST_012,2026-04-26,83.57
CUST_054,2026-02-01,89.56
CUST_133,2026-05-10,31.75
CUST_057,2026-06-24,359.58
CUST_145,2026-07-25,237.63
CUST_112,2026-03-25,142.68
CUST_047,2026-01-22,84.45
CUST_085,2026-07-22,73.68
CUST_142,2026-01-27,136.31
CUST_066,2026-07-14,104.61
CUST_075,2026-03-22,17.72
CUST_103,2026-05-06,96.22
CUST_038,2026-07-03,207.04
CUST_050,2026-04-02,83.77
CUST_098,2026-08-09,16.4
CUST_082,2026-01-21,195.17
CUST_030,2026-02-16,36.98
CUST_079,2026-07-27,45.91
CUST_091,2026-04-11,31.6
CUST_052,2026-07-06,58.1
CUST_079,2026-03-25,179.64
CUST_030,2026-01-06,97.92
CUST_106,2026-05-27,37.51
CUST_051,2026-07-04,262.28
CUST_081,2026-07-16,264.01
CUST_133,2026-05-11,255.36
CUST_029,2026-01-01,42.74
CUST_132,2026-02-27,82.01
CUST_138,2026-05-04,513.88
CUST_145,2026-06-15,187.42
CUST_074,2026-01-15,13.31
CUST_017,2026-06-11,18.09
CUST_084,2026-07-08,84.82
CUST_069,2026-06-12,297.92
CUST_034,2026-03-05,102.85
CUST_006,2026-01-25,92.65
CUST_053,2026-01-24,23.38
CUST_126,2026-01-12,138.33
CUST_043,2026-01-18,217.19
CUST_115,2026-01-15,67.45
CUST_111,2026-07-27,189.33
CUST_080,2026-01-27,410.51
CUST_095,2026-03-13,37.34
CUST_118,2026-03-01,98.91
CUST_144,2026-06-23,50.62
CUST_008,2026-08-05,198.92
CUST_132,2026-05-25,113.41
CUST_104,2026-04-03,130.81
CUST_132,2026-02-22,201.89
CUST_025,2026-01-08,70.5
CUST_096,2026-03-20,305.94
CUST_093,2026-01-27,101.38
CUST_061,2026-06-23,30.63
CUST_122,2026-02-19,152.85
CUST_051,2026-07-18,199.16
CUST_147,2026-05-11,55.71
CUST_021,2026-04-03,243.54
CUST_005,2026-07-11,293.92
CUST_092,2026-06-21,48.91
CUST_061,2026-06-30,502.68
CUST_022,2026-01-24,28.2
CUST_149,2026-03-01,37.08
CUST_070,2026-05-02,34.43
CUST_001,2026-05-11,279.31
CUST_133,2026-05-28,137.46
CUST_012,2026-02-15,29.8
CUST_090,2026-01-15,79.65
CUST_046,2026-06-02,124.63
CUST_034,2026-08-10,20.46
CUST_078,2026-07-25,266.87
CUST_045,2026-07-18,205.31
CUST_073,2026-01-17,94.43
CUST_026,2026-05-06,419.81
CUST_047,2026-03-25,74.9
CUST_121,2026-01-09,507.05
CUST_056,2026-06-15,142.29
CUST_094,2026-06-25,130.83
CUST_107,2026-07-07,31.78
CUST_063,2026-03-04,266.38
CUST_048,2026-08-02,76.93
CUST_061,2026-04-27,31.24
CUST_081,2026-05-10,11.52
CUST_026,2026-03-29,108.45
CUST_036,2026-03-13,99.94
CUST_001,2026-05-19,162.48
CUST_008,2026-03-05,275.15
CUST_113,2026-07-24,19.93
CUST_099,2026-07-28,167.79
CUST_047,2026-03-13,34.9
CUST_127,2026-01-21,244.38
CUST_056,2026-01-18,215.15
CUST_014,2026-08-10,103.39
CUST_028,2026-03-05,158.65
CUST_078,2026-03-23,55.29
CUST_130,2026-04-20,86.45
CUST_109,2026-04-05,216.87
CUST_014,2026-06-15,83.78
CUST_056,2026-02-01,63.14
CUST_115,2026-01-11,91.8
CUST_007,2026-02-14,221.41
CUST_003,2026-08-05,58.99
CUST_111,2026-02-02,32.9
CUST_107,2026-04-12,159.38
CUST_018,2026-06-18,219.83
CUST_038,2026-05-16,22.73
CUST_115,2026-01-11,42.91
CUST_015,2026-08-02,28.37
CUST_119,2026-06-28,61.31
CUST_028,2026-03-29,81.82
CUST_039,2026-02-10,175.79
CUST_017,2026-05-25,136.37
CUST_086,2026-03-17,126.4
CUST_126,2026-05-01,62.13
CUST_044,2026-02-15,231.0
CUST_025,2026-06-09,86.48
CUST_145,2026-07-26,474.19
CUST_013,2026-03-21,130.66
CUST_025,2026-02-23,26.2
CUST_068,2026-03-27,145.31
CUST_138,2026-04-02,57.18
CUST_067,2026-05-28,149.13
CUST_109,2026-06-10,18.66
CUST_146,2026-07-21,33.07
CUST_111,2026-06-17,242.33
CUST_111,2026-06-09,40.93
CUST_034,2026-04-07,227.71
CUST_111,2026-01-02,49.3
CUST_008,2026-08-13,133.56
CUST_113,2026-02-02,152.16
CUST_083,2026-07-24,96.25
CUST_042,2026-06-07,53.71
CUST_101,2026-06-10,38.69
CUST_006,2026-03-18,14.05
CUST_026,2026-04-26,53.48
CUST_064,2026-06-03,137.07
CUST_059,2026-05-30,344.27
CUST_109,2026-04-13,255.94
CUST_121,2026-07-13,184.33
CUST_033,2026-06-15,196.39
CUST_150,2026-04-13,141.23
CUST_021,2026-03-31,46.18
CUST_070,2026-06-23,295.27
CUST_112,2026-05-02,143.31
CUST_004,2026-05-23,108.64
CUST_094,2026-04-16,24.12
CUST_075,2026-04-29,81.1
CUST_062,2026-06-21,84.02
CUST_094,2026-02-18,249.91
CUST_095,2026-04-14,104.93
CUST_055,2026-07-22,67.44
CUST_137,2026-03-02,461.63
CUST_131,2026-07-14,24.08
CUST_031,2026-05-03,75.9
CUST_040,2026-05-14,15.15
CUST_036,2026-01-09,171.6
CUST_006,2026-01-06,310.24
CUST_066,2026-03-14,49.43
CUST_075,2026-04-13,244.52
CUST_004,2026-08-11,51.47
CUST_079,2026-06-09,299.98
CUST_134,2026-02-10,178.27
CUST_118,2026-04-24,206.11
CUST_113,2026-07-23,12.18
CUST_094,2026-01-08,405.01
CUST_062,2026-03-13,165.65
CUST_079,2026-06-27,53.62
CUST_136,2026-04-02,222.21
CUST_026,2026-03-03,49.67
CUST_044,2026-03-25,257.4
CUST_133,2026-03-03,24.33
CUST_070,2026-04-21,155.96
CUST_118,2026-05-07,103.37
CUST_068,2026-01-07,22.18
CUST_019,2026-07-22,43.23
CUST_020,2026-03-25,11.5
CUST_113,2026-07-27,85.91
CUST_140,2026-05-12,53.02
CUST_047,2026-05-14,119.46
CUST_001,2026-02-27,52.33
CUST_090,2026-01-22,52.79
CUST_142,2026-06-03,173.13
CUST_064,2026-05-07,15.92
CUST_038,2026-01-03,289.84
CUST_037,2026-05-07,239.48
CUST_126,2026-02-10,142.24
CUST_139,2026-07-07,117.94
CUST_100,2026-04-16,277.41
CUST_077,2026-01-14,34.6
CUST_003,2026-07-22,19.87
CUST_134,2026-07-29,42.86
CUST_010,2026-01-12,199.92
CUST_005,2026-03-28,14.23
CUST_138,2026-01-12,114.9
CUST_130,2026-05-21,656.79
CUST_013,2026-01-25,242.3
CUST_130,2026-02-14,98.44
CUST_084,2026-05-02,17.89
CUST_065,2026-05-27,223.61
CUST_063,2026-02-24,119.65
